Time   Bi213   Tl209   Pb209   Bi209 
13498      344      0      20       9636 
13499      344      0      20       9636 
13500      344      0      20       9636 
13501      344      0      19       9637 
13502      344      0      19       9637 
13503      344      0      19       9637 
13504      344      0      19       9637 
13505      344      0      19       9637 
13506      344      0      19       9637 
13507      344      0      19       9637 
13508      344      0      19       9637 
13509      344      0      18       9638 
13510      344      0      18       9638 
13511      344      0      18       9638 
13512      344      0      18       9638 
13513      344      0      18       9638 
13514      344      0      18       9638 
13515      344      0      18       9638 
13516      344      0      18       9638 
13517      344      0      18       9638 
13518      344      0      18       9638 
13519      344      0      18       9638 
13520      344      0      18       9638 
13521      344      0      18       9638 
13522      344      0      18       9638 
13523      344      0      18       9638 
13524      344      0      18       9638 
13525      344      0      18       9638 
13526      344      0      18       9638 
13527      344      0      18       9638 
13528      344      0      18       9638 
13529      344      0      18       9638 
13530      344      0      18       9638 
13531      344      0      18       9638 
13532      344      0      18       9638 
13533      344      0      18       9638 
13534      344      0      18       9638 
13535      344      0      18       9638 
13536      344      0      18       9638 
13537      344      0      18       9638 
13538      344      0      18       9638 
13539      344      0      18       9638 
13540      344      0      18       9638 
13541      344      0      18       9638 
13542      344      0      18       9638 
13543      344      0      18       9638 
13544      344      0      18       9638 
13545      344      0      18       9638 
13546      344      0      18       9638 
13547      344      0      18       9638 
13548      344      0      18       9638 
13549      344      0      18       9638 
13550      344      0      18       9638 
13551      344      0      18       9638 
13552      344      0      18       9638 
13553      343      0      19       9638 
13554      343      0      19       9638 
13555      343      0      19       9638 
13556      343      0      19       9638 
13557      343      0      19       9638 
13558      343      0      19       9638 
13559      343      0      19       9638 
13560      343      0      19       9638 
13561      342      0      20       9638 
13562      342      0      20       9638 
13563      342      0      20       9638 
13564      342      0      20       9638 
13565      342      0      20       9638 
13566      342      0      20       9638 
13567      342      0      20       9638 
13568      342      0      20       9638 
13569      342      0      19       9639 
13570      342      0      19       9639 
13571      342      0      19       9639 
13572      342      0      19       9639 
13573      342      0      19       9639 
13574      342      0      19       9639 
13575      342      0      19       9639 
13576      342      0      19       9639 
13577      342      0      19       9639 
13578      342      0      19       9639 
13579      341      0      20       9639 
13580      341      0      20       9639 
13581      341      0      20       9639 
13582      341      0      19       9640 
13583      341      0      19       9640 
13584      341      0      19       9640 
13585      341      0      19       9640 
13586      341      0      19       9640 
13587      341      0      19       9640 
13588      341      0      19       9640 
13589      340      0      20       9640 
13590      340      0      20       9640 
13591      340      0      20       9640 
13592      340      0      20       9640 
13593      339      0      21       9640 
13594      339      0      20       9641 
13595      339      0      20       9641 
13596      339      0      20       9641 
13597      339      0      20       9641 
13598      339      0      20       9641 
13599      339      0      20       9641 
13600      339      0      20       9641 
13601      339      0      20       9641 
13602      339      0      20       9641 
13603      339      0      20       9641 
13604      339      0      20       9641 
13605      339      0      20       9641 
13606      339      0      20       9641 
13607      339      0      20       9641 
13608      338      0      21       9641 
13609      338      0      21       9641 
13610      338      0      21       9641 
13611      338      0      21       9641 
13612      337      1      21       9641 
13613      337      1      21       9641 
13614      337      1      21       9641 
13615      337      1      21       9641 
13616      337      1      21       9641 
13617      337      1      21       9641 
13618      337      1      21       9641 
13619      337      1      21       9641 
13620      337      1      20       9642 
13621      337      1      20       9642 
13622      337      1      20       9642 
13623      337      1      20       9642 
13624      336      1      21       9642 
13625      336      1      21       9642 
13626      335      1      22       9642 
13627      334      1      23       9642 
13628      334      1      23       9642 
13629      334      1      23       9642 
13630      334      1      23       9642 
13631      334      1      23       9642 
13632      334      1      22       9643 
13633      334      1      22       9643 
13634      334      1      22       9643 
13635      334      1      22       9643 
13636      334      1      22       9643 
13637      334      1      22       9643 
13638      334      1      22       9643 
13639      334      1      22       9643 
13640      334      1      22       9643 
13641      334      1      22       9643 
13642      334      1      22       9643 
13643      334      1      22       9643 
13644      334      1      22       9643 
13645      334      1      22       9643 
13646      334      1      22       9643 
13647      334      1      21       9644 
13648      334      1      21       9644 
13649      333      1      22       9644 
13650      333      1      22       9644 
13651      333      1      22       9644 
13652      333      1      22       9644 
13653      333      1      22       9644 
13654      333      1      22       9644 
13655      333      1      22       9644 
13656      332      1      23       9644 
13657      332      1      23       9644 
13658      332      1      23       9644 
13659      331      1      24       9644 
13660      331      1      24       9644 
13661      331      1      24       9644 
13662      331      1      24       9644 
13663      331      1      24       9644 
13664      331      1      24       9644 
13665      331      1      24       9644 
13666      331      1      24       9644 
13667      331      1      24       9644 
13668      331      1      24       9644 
13669      331      1      24       9644 
13670      331      1      24       9644 
13671      331      1      24       9644 
13672      331      1      24       9644 
13673      331      1      24       9644 
13674      331      1      24       9644 
13675      331      1      24       9644 
13676      331      1      24       9644 
13677      331      1      24       9644 
13678      331      1      24       9644 
13679      331      1      24       9644 
13680      331      1      24       9644 
13681      331      1      24       9644 
13682      331      1      24       9644 
13683      331      1      24       9644 
13684      331      1      24       9644 
13685      331      1      24       9644 
13686      331      1      23       9645 
13687      331      1      23       9645 
13688      331      1      23       9645 
13689      331      1      23       9645 
13690      331      1      23       9645 
13691      331      1      23       9645 
13692      331      1      23       9645 
13693      331      1      23       9645 
13694      331      1      23       9645 
13695      331      1      23       9645 
13696      330      1      24       9645 
13697      330      1      23       9646 
13698      330      1      23       9646 
13699      330      1      23       9646 
13700      329      1      24       9646 
13701      329      1      24       9646 
13702      329      1      24       9646 
13703      329      1      24       9646 
13704      329      1      24       9646 
13705      329      1      24       9646 
13706      329      1      24       9646 
13707      328      1      25       9646 
13708      328      1      24       9647 
13709      328      1      24       9647 
13710      328      1      24       9647 
13711      328      1      24       9647 
13712      327      1      25       9647 
13713      326      1      26       9647 
13714      326      1      26       9647 
13715      326      1      26       9647 
13716      326      1      26       9647 
13717      326      1      26       9647 
13718      326      1      26       9647 
13719      326      1      26       9647 
13720      326      1      26       9647 
13721      326      1      26       9647 
13722      326      1      26       9647 
13723      326      1      26       9647 
13724      326      1      26       9647 
13725      326      1      26       9647 
13726      326      1      26       9647 
13727      326      1      26       9647 
13728      326      1      26       9647 
13729      326      1      26       9647 
13730      325      1      27       9647 
13731      325      1      27       9647 
13732      325      1      27       9647 
13733      324      1      28       9647 
13734      324      1      28       9647 
13735      324      1      28       9647 
13736      323      1      28       9648 
13737      323      1      27       9649 
13738      323      1      27       9649 
13739      322      1      28       9649 
13740      322      1      28       9649 
13741      322      1      28       9649 
13742      322      1      27       9650 
13743      322      1      27       9650 
13744      322      1      26       9651 
13745      322      1      26       9651 
13746      322      1      26       9651 
13747      322      1      26       9651 
13748      322      1      26       9651 
13749      322      1      26       9651 
13750      322      1      26       9651 
13751      322      1      26       9651 
13752      322      1      26       9651 
13753      322      1      26       9651 
13754      322      1      26       9651 
13755      322      1      26       9651 
13756      322      1      26       9651 
13757      322      1      26       9651 
13758      321      1      27       9651 
13759      321      1      27       9651 
13760      321      1      27       9651 
13761      321      1      27       9651 
13762      321      1      27       9651 
13763      321      1      27       9651 
13764      321      1      27       9651 
13765      321      1      25       9653 
13766      321      1      25       9653 
13767      319      1      27       9653 
13768      319      1      27       9653 
13769      319      1      27       9653 
13770      319      1      27       9653 
13771      319      1      26       9654 
13772      319      1      26       9654 
13773      319      1      26       9654 
13774      319      1      26       9654 
13775      319      1      26       9654 
13776      319      1      26       9654 
13777      319      1      26       9654 
13778      319      1      26       9654 
13779      319      1      26       9654 
13780      319      1      26       9654 
13781      319      1      26       9654 
13782      319      1      26       9654 
13783      319      1      26       9654 
13784      319      1      26       9654 
13785      319      1      25       9655 
13786      319      1      25       9655 
13787      319      1      24       9656 
13788      319      1      24       9656 
13789      319      1      24       9656 
13790      319      1      24       9656 
13791      318      1      25       9656 
13792      318      1      25       9656 
13793      317      1      26       9656 
13794      317      1      26       9656 
13795      317      1      26       9656 
13796      317      1      26       9656 
13797      317      1      26       9656 
13798      317      1      26       9656 
13799      317      1      26       9656 
13800      317      1      26       9656 
13801      317      1      26       9656 
13802      317      1      25       9657 
13803      317      1      25       9657 
13804      317      1      25       9657 
13805      317      1      25       9657 
13806      317      1      25       9657 
13807      317      1      25       9657 
13808      317      1      25       9657 
13809      316      1      26       9657 
13810      316      1      26       9657 
13811      316      1      26       9657 
13812      316      1      26       9657 
13813      316      1      26       9657 
13814      316      1      26       9657 
13815      316      1      26       9657 
13816      316      1      26       9657 
13817      316      1      26       9657 
13818      316      1      26       9657 
13819      316      1      25       9658 
13820      315      1      26       9658 
13821      315      1      26       9658 
13822      315      1      26       9658 
13823      315      1      26       9658 
13824      314      1      27       9658 
13825      314      1      27       9658 
13826      314      1      27       9658 
13827      314      1      26       9659 
13828      314      1      26       9659 
13829      314      1      26       9659 
13830      314      1      26       9659 
13831      314      1      26       9659 
13832      314      1      26       9659 
13833      314      1      26       9659 
13834      314      1      26       9659 
13835      314      1      26       9659 
13836      314      1      26       9659 
13837      314      1      26       9659 
13838      314      1      26       9659 
13839      313      1      27       9659 
13840      313      1      27       9659 
13841      313      1      27       9659 
13842      313      1      27       9659 
13843      313      1      27       9659 
13844      313      1      27       9659 
13845      313      1      27       9659 
13846      313      1      27       9659 
13847      313      1      27       9659 
13848      313      1      27       9659 
13849      313      1      27       9659 
13850      313      1      27       9659 
13851      313      1      27       9659 
13852      313      1      27       9659 
13853      313      1      27       9659 
13854      313      1      27       9659 
13855      313      1      27       9659 
13856      313      1      27       9659 
13857      313      1      27       9659 
13858      313      1      27       9659 
13859      313      1      27       9659 
13860      313      1      27       9659 
13861      313      1      27       9659 
13862      313      1      27       9659 
13863      313      1      27       9659 
13864      313      1      26       9660 
13865      313      1      26       9660 
13866      313      1      25       9661 
13867      313      1      25       9661 
13868      313      1      25       9661 
13869      313      1      25       9661 
13870      313      1      25       9661 
13871      313      1      25       9661 
13872      313      1      25       9661 
13873      313      1      25       9661 
13874      313      1      25       9661 
13875      313      1      25       9661 
13876      313      1      25       9661 
13877      313      1      25       9661 
13878      313      1      25       9661 
13879      312      1      26       9661 
13880      312      1      26       9661 
13881      312      1      26       9661 
13882      312      1      26       9661 
13883      311      1      27       9661 
13884      310      1      28       9661 
13885      310      1      28       9661 
13886      310      1      28       9661 
13887      310      1      28       9661 
13888      310      1      28       9661 
13889      309      1      29       9661 
13890      309      1      29       9661 
13891      309      1      29       9661 
13892      309      1      29       9661 
13893      309      1      29       9661 
13894      309      1      29       9661 
13895      309      1      28       9662 
13896      309      1      28       9662 
13897      309      1      28       9662 
13898      309      1      27       9663 
13899      309      1      27       9663 
13900      309      1      27       9663 
13901      309      1      27       9663 
13902      308      1      28       9663 
13903      308      1      28       9663 
13904      308      1      28       9663 
13905      308      1      28       9663 
13906      308      1      28       9663 
13907      308      1      28       9663 
13908      308      1      27       9664 
13909      308      1      27       9664 
13910      308      1      27       9664 
13911      308      1      27       9664 
13912      307      1      28       9664 
13913      307      1      28       9664 
13914      306      1      29       9664 
13915      306      1      29       9664 
13916      306      1      29       9664 
13917      306      1      29       9664 
13918      306      1      29       9664 
13919      306      1      29       9664 
13920      306      1      29       9664 
13921      306      1      29       9664 
13922      306      1      29       9664 
13923      306      1      28       9665 
13924      306      1      28       9665 
13925      306      1      28       9665 
13926      306      1      28       9665 
13927      306      1      28       9665 
13928      306      1      28       9665 
13929      306      1      28       9665 
13930      306      1      28       9665 
13931      306      1      28       9665 
13932      306      1      28       9665 
13933      306      1      28       9665 
13934      306      1      28       9665 
13935      306      1      28       9665 
13936      306      1      28       9665 
13937      306      1      28       9665 
13938      306      1      28       9665 
13939      306      1      28       9665 
13940      306      1      28       9665 
13941      306      1      28       9665 
13942      306      1      28       9665 
13943      306      1      28       9665 
13944      306      1      28       9665 
13945      306      1      28       9665 
13946      306      1      28       9665 
13947      306      1      28       9665 
13948      306      1      28       9665 
13949      306      1      28       9665 
13950      306      1      28       9665 
13951      306      1      28       9665 
13952      306      1      28       9665 
13953      306      1      28       9665 
13954      306      1      27       9666 
13955      306      1      26       9667 
13956      306      1      26       9667 
13957      306      1      25       9668 
13958      306      1      25       9668 
13959      306      1      25       9668 
13960      306      1      24       9669 
13961      306      1      24       9669 
13962      306      1      24       9669 
13963      306      1      24       9669 
13964      306      1      23       9670 
13965      306      1      23       9670 
13966      306      1      23       9670 
13967      306      1      23       9670 
13968      306      1      23       9670 
13969      306      1      23       9670 
13970      306      1      23       9670 
13971      306      1      23       9670 
13972      306      1      23       9670 
13973      306      1      23       9670 
13974      306      1      23       9670 
13975      306      1      23       9670 
13976      306      1      23       9670 
13977      306      1      23       9670 
13978      306      1      23       9670 
13979      306      1      22       9671 
13980      306      1      22       9671 
13981      306      1      22       9671 
13982      306      1      22       9671 
13983      306      1      22       9671 
13984      306      1      22       9671 
13985      306      1      22       9671 
13986      306      1      22       9671 
13987      306      1      22       9671 
13988      306      1      22       9671 
13989      306      1      22       9671 
13990      306      1      22       9671 
13991      306      1      22       9671 
13992      306      1      22       9671 
13993      306      1      22       9671 
13994      306      1      22       9671 
13995      306      1      22       9671 
13996      306      1      22       9671 
13997      304      1      24       9671 
13998      304      1      24       9671 
13999      304      1      24       9671 
14000      304      1      24       9671 
14001      303      1      25       9671 
14002      302      1      26       9671 
14003      302      1      26       9671 
14004      302      1      26       9671 
14005      302      1      26       9671 
14006      302      0      26       9672 
14007      302      0      26       9672 
14008      302      0      26       9672 
14009      302      0      26       9672 
14010      302      0      26       9672 
14011      302      0      26       9672 
14012      301      0      27       9672 
14013      301      0      27       9672 
14014      301      0      27       9672 
14015      301      0      27       9672 
14016      301      0      27       9672 
14017      301      0      27       9672 
14018      301      0      27       9672 
14019      301      0      27       9672 
14020      301      0      27       9672 
14021      301      0      27       9672 
14022      301      0      27       9672 
14023      301      0      27       9672 
14024      301      0      27       9672 
14025      301      0      27       9672 
14026      301      0      27       9672 
14027      301      0      25       9674 
14028      301      0      25       9674 
14029      301      0      25       9674 
14030      301      0      24       9675 
14031      301      0      24       9675 
14032      301      0      24       9675 
14033      301      0      24       9675 
14034      301      0      24       9675 
14035      301      0      24       9675 
14036      301      0      24       9675 
14037      301      0      24       9675 
14038      301      0      24       9675 
14039      301      0      24       9675 
14040      301      0      24       9675 
14041      301      0      24       9675 
14042      301      0      24       9675 
14043      300      0      25       9675 
14044      300      0      25       9675 
14045      300      0      25       9675 
14046      300      0      25       9675 
14047      300      0      25       9675 
14048      300      0      25       9675 
14049      300      0      24       9676 
14050      300      0      23       9677 
14051      300      0      23       9677 
14052      300      0      23       9677 
14053      300      0      23       9677 
14054      300      0      23       9677 
14055      300      0      22       9678 
14056      300      0      22       9678 
14057      300      0      22       9678 
14058      300      0      22       9678 
14059      300      0      22       9678 
14060      300      0      22       9678 
14061      300      0      22       9678 
14062      300      0      22       9678 
14063      300      0      22       9678 
14064      299      0      23       9678 
14065      299      0      23       9678 
14066      299      0      23       9678 
14067      299      0      23       9678 
14068      299      0      23       9678 
14069      299      0      23       9678 
14070      299      0      23       9678 
14071      299      0      23       9678 
14072      299      0      22       9679 
14073      299      0      22       9679 
14074      299      0      22       9679 
14075      299      0      22       9679 
14076      299      0      22       9679 
14077      299      0      22       9679 
14078      299      0      22       9679 
14079      299      0      22       9679 
14080      298      0      23       9679 
14081      298      0      22       9680 
14082      298      0      22       9680 
14083      297      0      23       9680 
14084      297      0      23       9680 
14085      297      0      23       9680 
14086      297      0      23       9680 
14087      297      0      23       9680 
14088      297      0      23       9680 
14089      297      0      23       9680 
14090      297      0      23       9680 
14091      296      0      24       9680 
14092      296      0      24       9680 
14093      296      0      24       9680 
14094      296      0      24       9680 
14095      296      0      24       9680 
14096      296      0      24       9680 
14097      296      0      24       9680 
14098      296      0      24       9680 
14099      296      0      24       9680 
14100      296      0      24       9680 
14101      296      0      24       9680 
14102      296      0      24       9680 
14103      296      0      23       9681 
14104      296      0      23       9681 
14105      296      0      23       9681 
14106      296      0      23       9681 
14107      296      0      23       9681 
14108      296      0      23       9681 
14109      296      0      23       9681 
14110      296      0      23       9681 
14111      296      0      22       9682 
14112      296      0      22       9682 
14113      296      0      21       9683 
14114      296      0      21       9683 
14115      296      0      21       9683 
14116      296      0      21       9683 
14117      296      0      21       9683 
14118      296      0      21       9683 
14119      296      0      21       9683 
14120      296      0      21       9683 
14121      296      0      21       9683 
14122      296      0      21       9683 
14123      296      0      21       9683 
14124      296      0      21       9683 
14125      296      0      21       9683 
14126      295      0      21       9684 
14127      295      0      21       9684 
14128      295      0      21       9684 
14129      295      0      21       9684 
14130      295      0      21       9684 
14131      295      0      21       9684 
14132      294      0      22       9684 
14133      294      0      22       9684 
14134      294      0      22       9684 
14135      294      0      22       9684 
14136      294      0      22       9684 
14137      293      0      22       9685 
14138      293      0      22       9685 
14139      293      0      22       9685 
14140      293      0      22       9685 
14141      293      0      22       9685 
14142      293      0      22       9685 
14143      293      0      22       9685 
14144      293      0      22       9685 
14145      293      0      22       9685 
14146      293      0      22       9685 
14147      293      0      22       9685 
14148      293      0      22       9685 
14149      293      0      22       9685 
14150      293      0      22       9685 
14151      293      0      22       9685 
14152      293      0      22       9685 
14153      293      0      22       9685 
14154      293      0      22       9685 
14155      293      0      22       9685 
14156      293      0      22       9685 
14157      293      0      22       9685 
14158      293      0      22       9685 
14159      293      0      22       9685 
14160      293      0      22       9685 
14161      292      0      23       9685 
14162      292      0      23       9685 
14163      291      0      24       9685 
14164      291      0      24       9685 
14165      291      0      24       9685 
14166      291      0      24       9685 
14167      291      0      24       9685 
14168      291      0      24       9685 
14169      291      0      24       9685 
14170      291      0      24       9685 
14171      291      0      24       9685 
14172      291      0      24       9685 
14173      291      0      24       9685 
14174      290      0      25       9685 
14175      290      0      25       9685 
14176      290      0      25       9685 
14177      289      0      26       9685 
14178      288      0      27       9685 
14179      288      0      27       9685 
14180      288      0      27       9685 
14181      288      0      27       9685 
14182      288      0      27       9685 
14183      287      0      28       9685 
14184      287      0      27       9686 
14185      287      0      27       9686 
14186      287      0      27       9686 
14187      287      0      27       9686 
14188      287      0      27       9686 
14189      287      0      27       9686 
14190      287      0      27       9686 
14191      287      0      27       9686 
14192      287      0      27       9686 
14193      287      0      27       9686 
14194      287      0      27       9686 
14195      287      0      27       9686 
14196      287      0      27       9686 
14197      287      0      27       9686 
14198      287      0      27       9686 
14199      287      0      27       9686 
14200      287      0      27       9686 
14201      286      0      28       9686 
14202      286      0      27       9687 
14203      285      0      28       9687 
14204      285      0      28       9687 
14205      285      0      28       9687 
14206      285      0      28       9687 
14207      285      0      27       9688 
14208      285      0      27       9688 
14209      285      0      27       9688 
14210      285      0      27       9688 
14211      285      0      27       9688 
14212      285      0      27       9688 
14213      285      0      27       9688 
14214      285      0      26       9689 
14215      285      0      26       9689 
14216      285      0      26       9689 
14217      285      0      26       9689 
14218      285      0      26       9689 
14219      285      0      26       9689 
14220      285      0      26       9689 
14221      285      0      26       9689 
14222      285      0      26       9689 
14223      285      0      26       9689 
14224      285      0      26       9689 
14225      285      0      26       9689 
14226      285      0      26       9689 
14227      285      0      26       9689 
14228      285      0      26       9689 
14229      285      0      26       9689 
14230      283      0      28       9689 
14231      283      0      28       9689 
14232      283      0      28       9689 
14233      283      0      28       9689 
14234      283      0      28       9689 
14235      283      0      28       9689 
14236      283      0      27       9690 
14237      283      0      27       9690 
14238      283      0      27       9690 
14239      283      0      26       9691 
14240      282      0      27       9691 
14241      282      0      27       9691 
14242      282      0      26       9692 
14243      282      0      26       9692 
14244      282      0      26       9692 
14245      282      0      26       9692 
14246      282      0      26       9692 
14247      282      0      26       9692 
14248      282      0      26       9692 
14249      282      0      26       9692 
14250      282      0      26       9692 
14251      281      0      26       9693 
14252      280      0      27       9693 
14253      280      0      27       9693 
14254      280      0      27       9693 
14255      280      0      27       9693 
14256      280      0      27       9693 
14257      280      0      27       9693 
14258      280      0      27       9693 
14259      280      0      27       9693 
14260      279      0      28       9693 
14261      279      0      28       9693 
14262      279      0      28       9693 
14263      279      0      28       9693 
14264      279      0      28       9693 
14265      279      0      28       9693 
14266      279      0      28       9693 
14267      279      0      28       9693 
14268      279      0      28       9693 
14269      279      0      28       9693 
14270      279      0      28       9693 
14271      279      0      28       9693 
14272      279      0      28       9693 
14273      279      0      28       9693 
14274      278      0      29       9693 
14275      278      0      29       9693 
14276      277      0      30       9693 
14277      277      0      30       9693 
14278      277      0      30       9693 
14279      277      0      30       9693 
14280      277      0      30       9693 
14281      277      0      30       9693 
14282      276      0      31       9693 
14283      276      0      30       9694 
14284      276      0      29       9695 
14285      276      0      28       9696 
14286      276      0      28       9696 
14287      276      0      28       9696 
14288      276      0      28       9696 
14289      276      0      28       9696 
14290      276      0      27       9697 
14291      276      0      27       9697 
14292      276      0      27       9697 
14293      276      0      26       9698 
14294      276      0      26       9698 
14295      275      0      27       9698 
14296      275      0      27       9698 
14297      275      0      27       9698 
14298      275      0      27       9698 
14299      275      0      27       9698 
14300      275      0      27       9698 
14301      275      0      27       9698 
14302      275      0      27       9698 
14303      275      0      27       9698 
14304      275      0      27       9698 
14305      275      0      27       9698 
14306      275      0      27       9698 
14307      274      0      28       9698 
14308      274      0      27       9699 
14309      274      0      27       9699 
14310      274      0      27       9699 
14311      274      0      27       9699 
14312      274      0      27       9699 
14313      274      0      27       9699 
14314      273      0      28       9699 
14315      273      0      28       9699 
14316      273      0      28       9699 
14317      273      0      28       9699 
14318      273      0      28       9699 
14319      273      0      28       9699 
14320      273      0      28       9699 
14321      273      0      28       9699 
14322      273      0      28       9699 
14323      273      0      28       9699 
14324      273      0      27       9700 
14325      273      0      27       9700 
14326      273      0      27       9700 
14327      273      0      27       9700 
14328      273      0      27       9700 
14329      273      0      27       9700 
14330      273      0      27       9700 
14331      273      0      27       9700 
14332      273      0      26       9701 
14333      273      0      26       9701 
14334      273      0      26       9701 
14335      273      0      26       9701 
14336      273      0      26       9701 
14337      273      0      26       9701 
14338      273      0      26       9701 
14339      273      0      26       9701 
14340      273      0      26       9701 
14341      273      0      26       9701 
14342      273      0      26       9701 
14343      273      0      26       9701 
14344      273      0      26       9701 
14345      273      0      26       9701 
14346      273      0      26       9701 
14347      273      0      26       9701 
14348      272      0      27       9701 
14349      272      0      27       9701 
14350      272      0      27       9701 
14351      272      0      27       9701 
14352      272      0      27       9701 
14353      272      0      27       9701 
14354      272      0      27       9701 
14355      272      0      27       9701 
14356      272      0      27       9701 
14357      272      0      27       9701 
14358      272      0      27       9701 
14359      272      0      27       9701 
14360      272      0      27       9701 
14361      272      0      27       9701 
14362      272      0      27       9701 
14363      272      0      27       9701 
14364      272      0      27       9701 
14365      272      0      27       9701 
14366      272      0      27       9701 
14367      272      0      27       9701 
14368      272      0      27       9701 
14369      272      0      27       9701 
14370      272      0      27       9701 
14371      272      0      27       9701 
14372      272      0      27       9701 
14373      272      0      27       9701 
14374      272      0      27       9701 
14375      272      0      27       9701 
14376      272      0      26       9702 
14377      272      0      25       9703 
14378      272      0      25       9703 
14379      272      0      25       9703 
14380      272      0      25       9703 
14381      272      0      25       9703 
14382      272      0      25       9703 
14383      272      0      25       9703 
14384      272      0      25       9703 
14385      272      0      25       9703 
14386      272      0      25       9703 
14387      272      0      24       9704 
14388      272      0      23       9705 
14389      272      0      23       9705 
14390      272      0      23       9705 
14391      272      0      23       9705 
14392      272      0      23       9705 
14393      272      0      23       9705 
14394      272      0      23       9705 
14395      272      0      23       9705 
14396      272      0      23       9705 
14397      272      0      23       9705 
14398      272      0      23       9705 
14399      272      0      23       9705 
14400      272      0      23       9705 
14401      272      0      23       9705 
14402      272      0      23       9705 
14403      272      0      23       9705 
14404      272      0      23       9705 
14405      272      0      23       9705 
14406      272      0      23       9705 
14407      272      0      23       9705 
14408      272      0      23       9705 
14409      272      0      23       9705 
14410      272      0      23       9705 
14411      272      0      23       9705 
14412      272      0      23       9705 
14413      272      0      23       9705 
14414      272      0      23       9705 
14415      272      0      23       9705 
14416      272      0      23       9705 
14417      272      0      23       9705 
14418      272      0      23       9705 
14419      271      0      24       9705 
14420      271      0      24       9705 
14421      271      0      24       9705 
14422      271      0      24       9705 
14423      271      0      24       9705 
14424      271      0      24       9705 
14425      271      0      24       9705 
14426      271      0      24       9705 
14427      271      0      24       9705 
14428      271      0      24       9705 
14429      271      0      24       9705 
14430      271      0      24       9705 
14431      271      0      24       9705 
14432      271      0      24       9705 
14433      271      0      24       9705 
14434      271      0      24       9705 
14435      271      0      24       9705 
14436      271      0      24       9705 
14437      271      0      24       9705 
14438      271      0      24       9705 
14439      271      0      24       9705 
14440      271      0      24       9705 
14441      271      0      24       9705 
14442      271      0      24       9705 
14443      271      0      24       9705 
14444      271      0      23       9706 
14445      271      0      23       9706 
14446      271      0      23       9706 
14447      271      0      23       9706 
14448      271      0      23       9706 
14449      271      0      23       9706 
14450      270      0      24       9706 
14451      270      0      24       9706 
14452      270      0      24       9706 
14453      270      0      24       9706 
14454      270      0      24       9706 
14455      270      0      24       9706 
14456      270      0      24       9706 
14457      270      0      24       9706 
14458      270      0      23       9707 
14459      270      0      23       9707 
14460      270      0      23       9707 
14461      270      0      23       9707 
14462      270      0      23       9707 
14463      270      0      23       9707 
14464      270      0      23       9707 
14465      270      0      23       9707 
14466      270      0      23       9707 
14467      270      0      23       9707 
14468      270      0      23       9707 
14469      270      0      23       9707 
14470      270      0      23       9707 
14471      270      0      22       9708 
14472      270      0      22       9708 
14473      270      0      22       9708 
14474      270      0      22       9708 
14475      270      0      22       9708 
14476      270      0      22       9708 
14477      270      0      22       9708 
14478      270      0      22       9708 
14479      270      0      22       9708 
14480      270      0      22       9708 
14481      270      0      22       9708 
14482      270      0      22       9708 
14483      269      0      22       9709 
14484      269      0      22       9709 
14485      269      0      22       9709 
14486      269      0      22       9709 
14487      269      0      22       9709 
14488      269      0      22       9709 
14489      269      0      22       9709 
14490      269      0      21       9710 
14491      269      0      21       9710 
14492      269      0      21       9710 
14493      269      0      21       9710 
14494      269      0      21       9710 
14495      269      0      21       9710 
14496      269      0      21       9710 
14497      269      0      21       9710 
14498      269      0      21       9710 
14499      269      0      21       9710 
14500      269      0      21       9710 
14501      269      0      21       9710 
14502      269      0      21       9710 
14503      269      0      21       9710 
14504      269      0      21       9710 
14505      269      0      21       9710 
14506      269      0      21       9710 
14507      269      0      21       9710 
14508      269      0      21       9710 
14509      269      0      21       9710 
14510      269      0      21       9710 
14511      269      0      21       9710 
14512      269      0      21       9710 
14513      269      0      21       9710 
14514      269      0      21       9710 
14515      269      0      21       9710 
14516      269      0      21       9710 
14517      268      0      21       9711 
14518      268      0      21       9711 
14519      268      0      21       9711 
14520      268      0      21       9711 
14521      268      0      21       9711 
14522      268      0      21       9711 
14523      268      0      21       9711 
14524      268      0      21       9711 
14525      268      0      21       9711 
14526      268      0      20       9712 
14527      268      0      20       9712 
14528      268      0      20       9712 
14529      268      0      20       9712 
14530      267      0      21       9712 
14531      267      0      21       9712 
14532      267      0      21       9712 
14533      267      0      21       9712 
14534      267      0      21       9712 
14535      267      0      21       9712 
14536      267      0      21       9712 
14537      267      0      21       9712 
14538      267      0      21       9712 
14539      267      0      20       9713 
14540      267      0      20       9713 
14541      267      0      20       9713 
14542      267      0      20       9713 
14543      267      0      19       9714 
14544      267      0      19       9714 
14545      267      0      19       9714 
14546      267      0      19       9714 
14547      265      0      20       9715 
14548      264      0      21       9715 
14549      264      0      21       9715 
14550      264      0      21       9715 
14551      264      0      21       9715 
14552      263      0      22       9715 
14553      263      0      22       9715 
14554      263      0      22       9715 
14555      263      0      22       9715 
14556      263      0      22       9715 
14557      262      0      23       9715 
14558      261      0      24       9715 
14559      261      0      23       9716 
14560      261      0      23       9716 
14561      261      0      23       9716 
14562      261      0      23       9716 
14563      261      0      23       9716 
14564      261      0      23       9716 
14565      261      0      23       9716 
14566      261      0      23       9716 
14567      260      0      24       9716 
14568      260      0      24       9716 
14569      260      0      24       9716 
